time,latitude,longitude,t2,stationid,fhour,init_time
2021-06-29 12:00:00,50.25,238.5,288.0369,CWLY,204.0,2021-06-21 00:00:00
2021-06-29 18:00:00,50.25,238.5,300.65784,CWLY,210.0,2021-06-21 00:00:00
2021-06-30 00:00:00,50.25,238.5,301.67505,CWLY,216.0,2021-06-21 00:00:00
2021-06-30 06:00:00,50.25,238.5,290.0144,CWLY,222.0,2021-06-21 00:00:00
2021-06-30 12:00:00,50.25,238.5,287.8562,CWLY,228.0,2021-06-21 00:00:00
2021-06-30 18:00:00,50.25,238.5,298.54773,CWLY,234.0,2021-06-21 00:00:00
2021-07-01 00:00:00,50.25,238.5,299.9417,CWLY,240.0,2021-06-21 00:00:00
2021-06-21 00:00:00,49.25,236.75,293.17657,CYVR,0.0,2021-06-21 00:00:00
2021-06-21 06:00:00,49.25,236.75,290.3569,CYVR,6.0,2021-06-21 00:00:00
2021-06-21 12:00:00,49.25,236.75,288.7077,CYVR,12.0,2021-06-21 00:00:00
2021-06-21 18:00:00,49.25,236.75,293.8736,CYVR,18.0,2021-06-21 00:00:00
2021-06-22 00:00:00,49.25,236.75,295.59256,CYVR,24.0,2021-06-21 00:00:00
2021-06-22 06:00:00,49.25,236.75,291.9447,CYVR,30.0,2021-06-21 00:00:00
2021-06-22 12:00:00,49.25,236.75,290.09625,CYVR,36.0,2021-06-21 00:00:00
2021-06-22 18:00:00,49.25,236.75,293.2781,CYVR,42.0,2021-06-21 00:00:00
2021-06-23 00:00:00,49.25,236.75,293.99728,CYVR,48.0,2021-06-21 00:00:00
2021-06-23 06:00:00,49.25,236.75,290.73364,CYVR,54.0,2021-06-21 00:00:00
2021-06-23 12:00:00,49.25,236.75,289.25964,CYVR,60.0,2021-06-21 00:00:00
2021-06-23 18:00:00,49.25,236.75,290.54288,CYVR,66.0,2021-06-21 00:00:00
2021-06-24 00:00:00,49.25,236.75,293.37137,CYVR,72.0,2021-06-21 00:00:00
2021-06-24 06:00:00,49.25,236.75,290.58087,CYVR,78.0,2021-06-21 00:00:00
2021-06-24 12:00:00,49.25,236.75,289.44937,CYVR,84.0,2021-06-21 00:00:00
2021-06-24 18:00:00,49.25,236.75,292.7231,CYVR,90.0,2021-06-21 00:00:00
2021-06-25 00:00:00,49.25,236.75,296.75967,CYVR,96.0,2021-06-21 00:00:00
2021-06-25 06:00:00,49.25,236.75,292.4836,CYVR,102.0,2021-06-21 00:00:00
2021-06-25 12:00:00,49.25,236.75,291.065,CYVR,108.0,2021-06-21 00:00:00
2021-06-25 18:00:00,49.25,236.75,296.56323,CYVR,114.0,2021-06-21 00:00:00
2021-06-26 00:00:00,49.25,236.75,300.79996,CYVR,120.0,2021-06-21 00:00:00
2021-06-26 06:00:00,49.25,236.75,294.86594,CYVR,126.0,2021-06-21 00:00:00
2021-06-26 12:00:00,49.25,236.75,292.824,CYVR,132.0,2021-06-21 00:00:00
2021-06-26 18:00:00,49.25,236.75,297.26373,CYVR,138.0,2021-06-21 00:00:00
2021-06-27 00:00:00,49.25,236.75,300.44827,CYVR,144.0,2021-06-21 00:00:00
2021-06-27 06:00:00,49.25,236.75,295.6691,CYVR,150.0,2021-06-21 00:00:00
2021-06-27 12:00:00,49.25,236.75,293.76108,CYVR,156.0,2021-06-21 00:00:00
2021-06-27 18:00:00,49.25,236.75,297.61337,CYVR,162.0,2021-06-21 00:00:00
2021-06-28 00:00:00,49.25,236.75,301.42807,CYVR,168.0,2021-06-21 00:00:00
2021-06-28 06:00:00,49.25,236.75,295.4712,CYVR,174.0,2021-06-21 00:00:00
2021-06-28 12:00:00,49.25,236.75,293.255,CYVR,180.0,2021-06-21 00:00:00
2021-06-28 18:00:00,49.25,236.75,298.46182,CYVR,186.0,2021-06-21 00:00:00
2021-06-29 00:00:00,49.25,236.75,303.22635,CYVR,192.0,2021-06-21 00:00:00
2021-06-29 06:00:00,49.25,236.75,296.30136,CYVR,198.0,2021-06-21 00:00:00
2021-06-29 12:00:00,49.25,236.75,293.91656,CYVR,204.0,2021-06-21 00:00:00
2021-06-29 18:00:00,49.25,236.75,298.00394,CYVR,210.0,2021-06-21 00:00:00
2021-06-30 00:00:00,49.25,236.75,301.32312,CYVR,216.0,2021-06-21 00:00:00
2021-06-30 06:00:00,49.25,236.75,295.3855,CYVR,222.0,2021-06-21 00:00:00
2021-06-30 12:00:00,49.25,236.75,293.36215,CYVR,228.0,2021-06-21 00:00:00
2021-06-30 18:00:00,49.25,236.75,296.27222,CYVR,234.0,2021-06-21 00:00:00
2021-07-01 00:00:00,49.25,236.75,298.83133,CYVR,240.0,2021-06-21 00:00:00
2021-06-21 00:00:00,48.75,237.5,293.5766,KBLI,0.0,2021-06-21 00:00:00
2021-06-21 06:00:00,48.75,237.5,289.6801,KBLI,6.0,2021-06-21 00:00:00
2021-06-21 12:00:00,48.75,237.5,287.28046,KBLI,12.0,2021-06-21 00:00:00
2021-06-21 18:00:00,48.75,237.5,295.46268,KBLI,18.0,2021-06-21 00:00:00
2021-06-22 00:00:00,48.75,237.5,295.447,KBLI,24.0,2021-06-21 00:00:00
2021-06-22 06:00:00,48.75,237.5,291.22586,KBLI,30.0,2021-06-21 00:00:00
2021-06-22 12:00:00,48.75,237.5,289.10034,KBLI,36.0,2021-06-21 00:00:00
2021-06-22 18:00:00,48.75,237.5,294.95514,KBLI,42.0,2021-06-21 00:00:00
2021-06-23 00:00:00,48.75,237.5,293.52728,KBLI,48.0,2021-06-21 00:00:00
2021-06-23 06:00:00,48.75,237.5,289.74957,KBLI,54.0,2021-06-21 00:00:00
2021-06-23 12:00:00,48.75,237.5,288.14536,KBLI,60.0,2021-06-21 00:00:00
2021-06-23 18:00:00,48.75,237.5,291.4374,KBLI,66.0,2021-06-21 00:00:00
2021-06-24 00:00:00,48.75,237.5,292.47217,KBLI,72.0,2021-06-21 00:00:00
2021-06-24 06:00:00,48.75,237.5,289.37222,KBLI,78.0,2021-06-21 00:00:00
2021-06-24 12:00:00,48.75,237.5,288.17773,KBLI,84.0,2021-06-21 00:00:00
2021-06-24 18:00:00,48.75,237.5,293.37714,KBLI,90.0,2021-06-21 00:00:00
2021-06-25 00:00:00,48.75,237.5,294.49783,KBLI,96.0,2021-06-21 00:00:00
2021-06-25 06:00:00,48.75,237.5,290.7178,KBLI,102.0,2021-06-21 00:00:00
2021-06-25 12:00:00,48.75,237.5,289.42252,KBLI,108.0,2021-06-21 00:00:00
2021-06-25 18:00:00,48.75,237.5,297.1062,KBLI,114.0,2021-06-21 00:00:00
2021-06-26 00:00:00,48.75,237.5,297.84784,KBLI,120.0,2021-06-21 00:00:00
2021-06-26 06:00:00,48.75,237.5,293.1748,KBLI,126.0,2021-06-21 00:00:00
2021-06-26 12:00:00,48.75,237.5,291.46304,KBLI,132.0,2021-06-21 00:00:00
2021-06-26 18:00:00,48.75,237.5,299.13477,KBLI,138.0,2021-06-21 00:00:00
2021-06-27 00:00:00,48.75,237.5,298.75113,KBLI,144.0,2021-06-21 00:00:00
2021-06-27 06:00:00,48.75,237.5,293.9619,KBLI,150.0,2021-06-21 00:00:00
2021-06-27 12:00:00,48.75,237.5,291.96198,KBLI,156.0,2021-06-21 00:00:00
2021-06-27 18:00:00,48.75,237.5,298.44846,KBLI,162.0,2021-06-21 00:00:00
2021-06-28 00:00:00,48.75,237.5,298.87738,KBLI,168.0,2021-06-21 00:00:00
2021-06-28 06:00:00,48.75,237.5,293.265,KBLI,174.0,2021-06-21 00:00:00
2021-06-28 12:00:00,48.75,237.5,291.47607,KBLI,180.0,2021-06-21 00:00:00
2021-06-28 18:00:00,48.75,237.5,299.6436,KBLI,186.0,2021-06-21 00:00:00
2021-06-29 00:00:00,48.75,237.5,300.43036,KBLI,192.0,2021-06-21 00:00:00
2021-06-29 06:00:00,48.75,237.5,294.29697,KBLI,198.0,2021-06-21 00:00:00
2021-06-29 12:00:00,48.75,237.5,292.6051,KBLI,204.0,2021-06-21 00:00:00
2021-06-29 18:00:00,48.75,237.5,299.88608,KBLI,210.0,2021-06-21 00:00:00
2021-06-30 00:00:00,48.75,237.5,298.68533,KBLI,216.0,2021-06-21 00:00:00
2021-06-30 06:00:00,48.75,237.5,293.38107,KBLI,222.0,2021-06-21 00:00:00
2021-06-30 12:00:00,48.75,237.5,291.68665,KBLI,228.0,2021-06-21 00:00:00
2021-06-30 18:00:00,48.75,237.5,297.87015,KBLI,234.0,2021-06-21 00:00:00
2021-07-01 00:00:00,48.75,237.5,296.6078,KBLI,240.0,2021-06-21 00:00:00
2021-06-21 00:00:00,47.5,237.75,300.27658,KSEA,0.0,2021-06-21 00:00:00
2021-06-21 06:00:00,47.5,237.75,293.15503,KSEA,6.0,2021-06-21 00:00:00
2021-06-21 12:00:00,47.5,237.75,289.55127,KSEA,12.0,2021-06-21 00:00:00
2021-06-21 18:00:00,47.5,237.75,297.5152,KSEA,18.0,2021-06-21 00:00:00
2021-06-22 00:00:00,47.5,237.75,302.0093,KSEA,24.0,2021-06-21 00:00:00
2021-06-22 06:00:00,47.5,237.75,294.69797,KSEA,30.0,2021-06-21 00:00:00
2021-06-22 12:00:00,47.5,237.75,291.1811,KSEA,36.0,2021-06-21 00:00:00
2021-06-22 18:00:00,47.5,237.75,295.03275,KSEA,42.0,2021-06-21 00:00:00
2021-06-23 00:00:00,47.5,237.75,298.0975,KSEA,48.0,2021-06-21 00:00:00
2021-06-23 06:00:00,47.5,237.75,291.6298,KSEA,54.0,2021-06-21 00:00:00
2021-06-23 12:00:00,47.5,237.75,288.6628,KSEA,60.0,2021-06-21 00:00:00
2021-06-23 18:00:00,47.5,237.75,292.15088,KSEA,66.0,2021-06-21 00:00:00
2021-06-24 00:00:00,47.5,237.75,296.35986,KSEA,72.0,2021-06-21 00:00:00
2021-06-24 06:00:00,47.5,237.75,290.89438,KSEA,78.0,2021-06-21 00:00:00
2021-06-24 12:00:00,47.5,237.75,288.76035,KSEA,84.0,2021-06-21 00:00:00
2021-06-24 18:00:00,47.5,237.75,294.32263,KSEA,90.0,2021-06-21 00:00:00
2021-06-25 00:00:00,47.5,237.75,298.374,KSEA,96.0,2021-06-21 00:00:00
2021-06-25 06:00:00,47.5,237.75,292.4029,KSEA,102.0,2021-06-21 00:00:00
2021-06-25 12:00:00,47.5,237.75,290.17862,KSEA,108.0,2021-06-21 00:00:00
2021-06-25 18:00:00,47.5,237.75,297.94446,KSEA,114.0,2021-06-21 00:00:00
2021-06-26 00:00:00,47.5,237.75,303.05374,KSEA,120.0,2021-06-21 00:00:00
2021-06-26 06:00:00,47.5,237.75,295.47443,KSEA,126.0,2021-06-21 00:00:00
2021-06-26 12:00:00,47.5,237.75,292.71112,KSEA,132.0,2021-06-21 00:00:00
2021-06-26 18:00:00,47.5,237.75,300.0358,KSEA,138.0,2021-06-21 00:00:00
2021-06-27 00:00:00,47.5,237.75,303.99454,KSEA,144.0,2021-06-21 00:00:00
2021-06-27 06:00:00,47.5,237.75,295.9687,KSEA,150.0,2021-06-21 00:00:00
2021-06-27 12:00:00,47.5,237.75,292.82855,KSEA,156.0,2021-06-21 00:00:00
2021-06-27 18:00:00,47.5,237.75,300.0404,KSEA,162.0,2021-06-21 00:00:00
2021-06-28 00:00:00,47.5,237.75,303.49628,KSEA,168.0,2021-06-21 00:00:00
2021-06-28 06:00:00,47.5,237.75,294.57306,KSEA,174.0,2021-06-21 00:00:00
2021-06-28 12:00:00,47.5,237.75,291.8036,KSEA,180.0,2021-06-21 00:00:00
2021-06-28 18:00:00,47.5,237.75,300.7643,KSEA,186.0,2021-06-21 00:00:00
2021-06-29 00:00:00,47.5,237.75,305.6052,KSEA,192.0,2021-06-21 00:00:00
2021-06-29 06:00:00,47.5,237.75,296.39792,KSEA,198.0,2021-06-21 00:00:00
2021-06-29 12:00:00,47.5,237.75,293.99673,KSEA,204.0,2021-06-21 00:00:00
2021-06-29 18:00:00,47.5,237.75,302.0379,KSEA,210.0,2021-06-21 00:00:00
2021-06-30 00:00:00,47.5,237.75,304.38828,KSEA,216.0,2021-06-21 00:00:00
2021-06-30 06:00:00,47.5,237.75,295.58728,KSEA,222.0,2021-06-21 00:00:00
2021-06-30 12:00:00,47.5,237.75,292.60416,KSEA,228.0,2021-06-21 00:00:00
2021-06-30 18:00:00,47.5,237.75,299.60095,KSEA,234.0,2021-06-21 00:00:00
2021-07-01 00:00:00,47.5,237.75,301.81693,KSEA,240.0,2021-06-21 00:00:00
2021-06-21 12:00:00,50.25,238.5,283.81158,CWLY,0.0,2021-06-21 12:00:00
2021-06-21 18:00:00,50.25,238.5,292.3149,CWLY,6.0,2021-06-21 12:00:00
2021-06-22 00:00:00,50.25,238.5,297.77875,CWLY,12.0,2021-06-21 12:00:00
2021-06-22 06:00:00,50.25,238.5,288.15582,CWLY,18.0,2021-06-21 12:00:00
2021-06-22 12:00:00,50.25,238.5,284.7107,CWLY,24.0,2021-06-21 12:00:00
2021-06-22 18:00:00,50.25,238.5,294.09128,CWLY,30.0,2021-06-21 12:00:00
2021-06-23 00:00:00,50.25,238.5,297.38174,CWLY,36.0,2021-06-21 12:00:00
2021-06-23 06:00:00,50.25,238.5,287.82034,CWLY,42.0,2021-06-21 12:00:00
2021-06-23 12:00:00,50.25,238.5,285.0193,CWLY,48.0,2021-06-21 12:00:00
2021-06-23 18:00:00,50.25,238.5,292.24197,CWLY,54.0,2021-06-21 12:00:00
2021-06-24 00:00:00,50.25,238.5,292.2098,CWLY,60.0,2021-06-21 12:00:00
2021-06-24 06:00:00,50.25,238.5,286.42752,CWLY,66.0,2021-06-21 12:00:00
2021-06-24 12:00:00,50.25,238.5,283.69012,CWLY,72.0,2021-06-21 12:00:00
2021-06-24 18:00:00,50.25,238.5,292.79495,CWLY,78.0,2021-06-21 12:00:00
2021-06-25 00:00:00,50.25,238.5,296.0339,CWLY,84.0,2021-06-21 12:00:00
2021-06-25 06:00:00,50.25,238.5,288.27155,CWLY,90.0,2021-06-21 12:00:00
2021-06-25 12:00:00,50.25,238.5,285.91696,CWLY,96.0,2021-06-21 12:00:00
2021-06-25 18:00:00,50.25,238.5,295.9305,CWLY,102.0,2021-06-21 12:00:00
2021-06-26 00:00:00,50.25,238.5,301.01538,CWLY,108.0,2021-06-21 12:00:00
2021-06-26 06:00:00,50.25,238.5,291.99088,CWLY,114.0,2021-06-21 12:00:00
2021-06-26 12:00:00,50.25,238.5,289.1736,CWLY,120.0,2021-06-21 12:00:00
2021-06-26 18:00:00,50.25,238.5,299.40085,CWLY,126.0,2021-06-21 12:00:00
2021-06-27 00:00:00,50.25,238.5,304.75293,CWLY,132.0,2021-06-21 12:00:00
2021-06-27 06:00:00,50.25,238.5,294.94962,CWLY,138.0,2021-06-21 12:00:00
2021-06-27 12:00:00,50.25,238.5,290.30145,CWLY,144.0,2021-06-21 12:00:00
2021-06-27 18:00:00,50.25,238.5,301.9995,CWLY,150.0,2021-06-21 12:00:00
2021-06-28 00:00:00,50.25,238.5,306.36542,CWLY,156.0,2021-06-21 12:00:00
2021-06-28 06:00:00,50.25,238.5,295.7858,CWLY,162.0,2021-06-21 12:00:00
2021-06-28 12:00:00,50.25,238.5,291.22006,CWLY,168.0,2021-06-21 12:00:00
2021-06-28 18:00:00,50.25,238.5,303.11823,CWLY,174.0,2021-06-21 12:00:00
2021-06-29 00:00:00,50.25,238.5,306.64307,CWLY,180.0,2021-06-21 12:00:00
2021-06-29 06:00:00,50.25,238.5,295.35632,CWLY,186.0,2021-06-21 12:00:00
2021-06-29 12:00:00,50.25,238.5,291.0706,CWLY,192.0,2021-06-21 12:00:00
2021-06-29 18:00:00,50.25,238.5,303.04626,CWLY,198.0,2021-06-21 12:00:00
2021-06-30 00:00:00,50.25,238.5,306.40845,CWLY,204.0,2021-06-21 12:00:00
2021-06-30 06:00:00,50.25,238.5,295.923,CWLY,210.0,2021-06-21 12:00:00
2021-06-30 12:00:00,50.25,238.5,291.79138,CWLY,216.0,2021-06-21 12:00:00
2021-06-30 18:00:00,50.25,238.5,302.6209,CWLY,222.0,2021-06-21 12:00:00
2021-07-01 00:00:00,50.25,238.5,303.17303,CWLY,228.0,2021-06-21 12:00:00
2021-07-01 06:00:00,50.25,238.5,293.6998,CWLY,234.0,2021-06-21 12:00:00
2021-07-01 12:00:00,50.25,238.5,290.0162,CWLY,240.0,2021-06-21 12:00:00
2021-06-21 12:00:00,49.25,236.75,289.81158,CYVR,0.0,2021-06-21 12:00:00
2021-06-21 18:00:00,49.25,236.75,293.15372,CYVR,6.0,2021-06-21 12:00:00
2021-06-22 00:00:00,49.25,236.75,295.70792,CYVR,12.0,2021-06-21 12:00:00
2021-06-22 06:00:00,49.25,236.75,291.7241,CYVR,18.0,2021-06-21 12:00:00
2021-06-22 12:00:00,49.25,236.75,289.28818,CYVR,24.0,2021-06-21 12:00:00
2021-06-22 18:00:00,49.25,236.75,291.71664,CYVR,30.0,2021-06-21 12:00:00
2021-06-23 00:00:00,49.25,236.75,293.19058,CYVR,36.0,2021-06-21 12:00:00
2021-06-23 06:00:00,49.25,236.75,290.3253,CYVR,42.0,2021-06-21 12:00:00
2021-06-23 12:00:00,49.25,236.75,288.61716,CYVR,48.0,2021-06-21 12:00:00
2021-06-23 18:00:00,49.25,236.75,289.4703,CYVR,54.0,2021-06-21 12:00:00
2021-06-24 00:00:00,49.25,236.75,291.21475,CYVR,60.0,2021-06-21 12:00:00
2021-06-24 06:00:00,49.25,236.75,289.50095,CYVR,66.0,2021-06-21 12:00:00
2021-06-24 12:00:00,49.25,236.75,288.9493,CYVR,72.0,2021-06-21 12:00:00
2021-06-24 18:00:00,49.25,236.75,291.4698,CYVR,78.0,2021-06-21 12:00:00
2021-06-25 00:00:00,49.25,236.75,294.5369,CYVR,84.0,2021-06-21 12:00:00
2021-06-25 06:00:00,49.25,236.75,291.4619,CYVR,90.0,2021-06-21 12:00:00
2021-06-25 12:00:00,49.25,236.75,291.04242,CYVR,96.0,2021-06-21 12:00:00
2021-06-25 18:00:00,49.25,236.75,296.10635,CYVR,102.0,2021-06-21 12:00:00
2021-06-26 00:00:00,49.25,236.75,299.3836,CYVR,108.0,2021-06-21 12:00:00
2021-06-26 06:00:00,49.25,236.75,294.9036,CYVR,114.0,2021-06-21 12:00:00
2021-06-26 12:00:00,49.25,236.75,294.60168,CYVR,120.0,2021-06-21 12:00:00
2021-06-26 18:00:00,49.25,236.75,301.35678,CYVR,126.0,2021-06-21 12:00:00
2021-06-27 00:00:00,49.25,236.75,303.90277,CYVR,132.0,2021-06-21 12:00:00
2021-06-27 06:00:00,49.25,236.75,298.023,CYVR,138.0,2021-06-21 12:00:00
2021-06-27 12:00:00,49.25,236.75,296.2018,CYVR,144.0,2021-06-21 12:00:00
2021-06-27 18:00:00,49.25,236.75,301.45383,CYVR,150.0,2021-06-21 12:00:00
2021-06-28 00:00:00,49.25,236.75,304.14508,CYVR,156.0,2021-06-21 12:00:00
2021-06-28 06:00:00,49.25,236.75,298.7939,CYVR,162.0,2021-06-21 12:00:00
2021-06-28 12:00:00,49.25,236.75,297.03778,CYVR,168.0,2021-06-21 12:00:00
2021-06-28 18:00:00,49.25,236.75,302.74536,CYVR,174.0,2021-06-21 12:00:00
2021-06-29 00:00:00,49.25,236.75,305.9536,CYVR,180.0,2021-06-21 12:00:00
2021-06-29 06:00:00,49.25,236.75,300.0258,CYVR,186.0,2021-06-21 12:00:00
2021-06-29 12:00:00,49.25,236.75,297.69812,CYVR,192.0,2021-06-21 12:00:00
2021-06-29 18:00:00,49.25,236.75,303.30984,CYVR,198.0,2021-06-21 12:00:00
2021-06-30 00:00:00,49.25,236.75,305.8623,CYVR,204.0,2021-06-21 12:00:00
2021-06-30 06:00:00,49.25,236.75,300.0173,CYVR,210.0,2021-06-21 12:00:00
2021-06-30 12:00:00,49.25,236.75,294.98907,CYVR,216.0,2021-06-21 12:00:00
2021-06-30 18:00:00,49.25,236.75,296.05615,CYVR,222.0,2021-06-21 12:00:00
2021-07-01 00:00:00,49.25,236.75,297.70944,CYVR,228.0,2021-06-21 12:00:00
2021-07-01 06:00:00,49.25,236.75,294.73727,CYVR,234.0,2021-06-21 12:00:00
2021-07-01 12:00:00,49.25,236.75,293.66208,CYVR,240.0,2021-06-21 12:00:00
2021-06-21 12:00:00,48.75,237.5,286.91156,KBLI,0.0,2021-06-21 12:00:00
2021-06-21 18:00:00,48.75,237.5,294.528,KBLI,6.0,2021-06-21 12:00:00
2021-06-22 00:00:00,48.75,237.5,298.18176,KBLI,12.0,2021-06-21 12:00:00
2021-06-22 06:00:00,48.75,237.5,291.83725,KBLI,18.0,2021-06-21 12:00:00
2021-06-22 12:00:00,48.75,237.5,287.7584,KBLI,24.0,2021-06-21 12:00:00
2021-06-22 18:00:00,48.75,237.5,293.4394,KBLI,30.0,2021-06-21 12:00:00
2021-06-23 00:00:00,48.75,237.5,295.18982,KBLI,36.0,2021-06-21 12:00:00
2021-06-23 06:00:00,48.75,237.5,290.09982,KBLI,42.0,2021-06-21 12:00:00
2021-06-23 12:00:00,48.75,237.5,287.38492,KBLI,48.0,2021-06-21 12:00:00
2021-06-23 18:00:00,48.75,237.5,290.47037,KBLI,54.0,2021-06-21 12:00:00
2021-06-24 00:00:00,48.75,237.5,292.66946,KBLI,60.0,2021-06-21 12:00:00
2021-06-24 06:00:00,48.75,237.5,289.24573,KBLI,66.0,2021-06-21 12:00:00
2021-06-24 12:00:00,48.75,237.5,287.39975,KBLI,72.0,2021-06-21 12:00:00
2021-06-24 18:00:00,48.75,237.5,291.9684,KBLI,78.0,2021-06-21 12:00:00
2021-06-25 00:00:00,48.75,237.5,295.28897,KBLI,84.0,2021-06-21 12:00:00
2021-06-25 06:00:00,48.75,237.5,290.54498,KBLI,90.0,2021-06-21 12:00:00
2021-06-25 12:00:00,48.75,237.5,288.81042,KBLI,96.0,2021-06-21 12:00:00
2021-06-25 18:00:00,48.75,237.5,296.4738,KBLI,102.0,2021-06-21 12:00:00
2021-06-26 00:00:00,48.75,237.5,300.15237,KBLI,108.0,2021-06-21 12:00:00
2021-06-26 06:00:00,48.75,237.5,294.42984,KBLI,114.0,2021-06-21 12:00:00
2021-06-26 12:00:00,48.75,237.5,292.29266,KBLI,120.0,2021-06-21 12:00:00
2021-06-26 18:00:00,48.75,237.5,301.86804,KBLI,126.0,2021-06-21 12:00:00
2021-06-27 00:00:00,48.75,237.5,305.5336,KBLI,132.0,2021-06-21 12:00:00
2021-06-27 06:00:00,48.75,237.5,298.03137,KBLI,138.0,2021-06-21 12:00:00
2021-06-27 12:00:00,48.75,237.5,293.7586,KBLI,144.0,2021-06-21 12:00:00
2021-06-27 18:00:00,48.75,237.5,302.89322,KBLI,150.0,2021-06-21 12:00:00
2021-06-28 00:00:00,48.75,237.5,305.97632,KBLI,156.0,2021-06-21 12:00:00
2021-06-28 06:00:00,48.75,237.5,298.42728,KBLI,162.0,2021-06-21 12:00:00
2021-06-28 12:00:00,48.75,237.5,294.4011,KBLI,168.0,2021-06-21 12:00:00
2021-06-28 18:00:00,48.75,237.5,304.1099,KBLI,174.0,2021-06-21 12:00:00
2021-06-29 00:00:00,48.75,237.5,307.75992,KBLI,180.0,2021-06-21 12:00:00
2021-06-29 06:00:00,48.75,237.5,299.52423,KBLI,186.0,2021-06-21 12:00:00
2021-06-29 12:00:00,48.75,237.5,294.9942,KBLI,192.0,2021-06-21 12:00:00
2021-06-29 18:00:00,48.75,237.5,304.83496,KBLI,198.0,2021-06-21 12:00:00
2021-06-30 00:00:00,48.75,237.5,307.34775,KBLI,204.0,2021-06-21 12:00:00
2021-06-30 06:00:00,48.75,237.5,299.1204,KBLI,210.0,2021-06-21 12:00:00
2021-06-30 12:00:00,48.75,237.5,292.9913,KBLI,216.0,2021-06-21 12:00:00
2021-06-30 18:00:00,48.75,237.5,296.64618,KBLI,222.0,2021-06-21 12:00:00
2021-07-01 00:00:00,48.75,237.5,299.351,KBLI,228.0,2021-06-21 12:00:00
2021-07-01 06:00:00,48.75,237.5,294.61737,KBLI,234.0,2021-06-21 12:00:00
2021-07-01 12:00:00,48.75,237.5,291.9854,KBLI,240.0,2021-06-21 12:00:00
2021-06-21 12:00:00,47.5,237.75,288.21158,KSEA,0.0,2021-06-21 12:00:00
2021-06-21 18:00:00,47.5,237.75,295.30432,KSEA,6.0,2021-06-21 12:00:00
2021-06-22 00:00:00,47.5,237.75,299.41962,KSEA,12.0,2021-06-21 12:00:00
