time,latitude,longitude,t2,fhour
2024-06-25 06:00:00,47.5,0.0,287.96655,162.0
2024-06-25 12:00:00,47.5,0.0,292.79736,168.0
2024-06-25 18:00:00,47.5,0.0,293.2942,174.0
2024-06-26 00:00:00,47.5,0.0,289.6252,180.0
2024-06-26 06:00:00,47.5,0.0,288.9271,186.0
2024-06-26 12:00:00,47.5,0.0,293.32986,192.0
2024-06-26 18:00:00,47.5,0.0,294.06876,198.0
2024-06-27 00:00:00,47.5,0.0,289.56406,204.0
2024-06-27 06:00:00,47.5,0.0,289.01117,210.0
2024-06-27 12:00:00,47.5,0.0,293.78082,216.0
2024-06-27 18:00:00,47.5,0.0,294.72354,222.0
2024-06-28 00:00:00,47.5,0.0,290.70804,228.0
2024-06-28 06:00:00,47.5,0.0,290.5297,234.0
2024-06-28 12:00:00,47.5,0.0,296.27774,240.0
2024-06-19 00:00:00,47.5,0.0,288.9934,0.0
2024-06-19 06:00:00,47.5,0.0,289.32718,6.0
2024-06-19 12:00:00,47.5,0.0,293.0573,12.0
2024-06-19 18:00:00,47.5,0.0,293.70956,18.0
2024-06-20 00:00:00,47.5,0.0,290.22403,24.0
2024-06-20 06:00:00,47.5,0.0,289.71445,30.0
2024-06-20 12:00:00,47.5,0.0,293.48535,36.0
2024-06-20 18:00:00,47.5,0.0,292.3286,42.0
2024-06-21 00:00:00,47.5,0.0,289.51575,48.0
2024-06-21 06:00:00,47.5,0.0,288.77176,54.0
2024-06-21 12:00:00,47.5,0.0,292.6038,60.0
2024-06-21 18:00:00,47.5,0.0,292.36172,66.0
2024-06-22 00:00:00,47.5,0.0,288.0405,72.0
2024-06-22 06:00:00,47.5,0.0,287.8239,78.0
2024-06-22 12:00:00,47.5,0.0,290.22913,84.0
2024-06-22 18:00:00,47.5,0.0,290.43552,90.0
2024-06-23 00:00:00,47.5,0.0,288.5093,96.0
2024-06-23 06:00:00,47.5,0.0,288.3902,102.0
2024-06-23 12:00:00,47.5,0.0,292.22223,108.0
2024-06-23 18:00:00,47.5,0.0,293.41464,114.0
2024-06-24 00:00:00,47.5,0.0,289.99026,120.0
2024-06-24 06:00:00,47.5,0.0,289.57495,126.0
2024-06-24 12:00:00,47.5,0.0,296.46448,132.0
2024-06-24 18:00:00,47.5,0.0,296.54727,138.0
2024-06-25 00:00:00,47.5,0.0,291.04382,144.0
2024-06-25 06:00:00,47.5,0.0,290.682,150.0
2024-06-25 12:00:00,47.5,0.0,299.12064,156.0
2024-06-25 18:00:00,47.5,0.0,299.15726,162.0
2024-06-26 00:00:00,47.5,0.0,293.2869,168.0
2024-06-26 06:00:00,47.5,0.0,292.5735,174.0
2024-06-26 12:00:00,47.5,0.0,301.1752,180.0
2024-06-26 18:00:00,47.5,0.0,300.84906,186.0
2024-06-27 00:00:00,47.5,0.0,294.40796,192.0
2024-06-27 06:00:00,47.5,0.0,293.46524,198.0
2024-06-27 12:00:00,47.5,0.0,301.82236,204.0
2024-06-27 18:00:00,47.5,0.0,301.80963,210.0
2024-06-28 00:00:00,47.5,0.0,295.04242,216.0
2024-06-28 06:00:00,47.5,0.0,294.1048,222.0
2024-06-28 12:00:00,47.5,0.0,303.11417,228.0
2024-06-28 18:00:00,47.5,0.0,303.22055,234.0
2024-06-29 00:00:00,47.5,0.0,295.7603,240.0
2024-06-19 12:00:00,47.5,0.0,293.33453,0.0
2024-06-19 18:00:00,47.5,0.0,293.6454,6.0
2024-06-20 00:00:00,47.5,0.0,290.30255,12.0
2024-06-20 06:00:00,47.5,0.0,290.02737,18.0
2024-06-20 12:00:00,47.5,0.0,294.45053,24.0
2024-06-20 18:00:00,47.5,0.0,293.06448,30.0
2024-06-21 00:00:00,47.5,0.0,289.86432,36.0
2024-06-21 06:00:00,47.5,0.0,289.06427,42.0
2024-06-21 12:00:00,47.5,0.0,293.3651,48.0
2024-06-21 18:00:00,47.5,0.0,292.5345,54.0
2024-06-22 00:00:00,47.5,0.0,288.00943,60.0
2024-06-22 06:00:00,47.5,0.0,288.1483,66.0
2024-06-22 12:00:00,47.5,0.0,291.83765,72.0
2024-06-22 18:00:00,47.5,0.0,291.26437,78.0
2024-06-23 00:00:00,47.5,0.0,288.6961,84.0
2024-06-23 06:00:00,47.5,0.0,288.34958,90.0
2024-06-23 12:00:00,47.5,0.0,291.52936,96.0
2024-06-23 18:00:00,47.5,0.0,292.47208,102.0
2024-06-24 00:00:00,47.5,0.0,289.67957,108.0
2024-06-24 06:00:00,47.5,0.0,289.21075,114.0
2024-06-24 12:00:00,47.5,0.0,296.26334,120.0
2024-06-24 18:00:00,47.5,0.0,296.52322,126.0
2024-06-25 00:00:00,47.5,0.0,291.14206,132.0
2024-06-25 06:00:00,47.5,0.0,290.88474,138.0
2024-06-25 12:00:00,47.5,0.0,299.69028,144.0
2024-06-25 18:00:00,47.5,0.0,299.5533,150.0
2024-06-26 00:00:00,47.5,0.0,293.7645,156.0
2024-06-26 06:00:00,47.5,0.0,293.3237,162.0
2024-06-26 12:00:00,47.5,0.0,301.9254,168.0
2024-06-26 18:00:00,47.5,0.0,301.7165,174.0
2024-06-27 00:00:00,47.5,0.0,295.3977,180.0
2024-06-27 06:00:00,47.5,0.0,295.1251,186.0
2024-06-27 12:00:00,47.5,0.0,303.56372,192.0
2024-06-27 18:00:00,47.5,0.0,302.82993,198.0
2024-06-28 00:00:00,47.5,0.0,296.22577,204.0
2024-06-28 06:00:00,47.5,0.0,293.24982,210.0
2024-06-28 12:00:00,47.5,0.0,296.6742,216.0
2024-06-28 18:00:00,47.5,0.0,294.77856,222.0
2024-06-29 00:00:00,47.5,0.0,290.92615,228.0
2024-06-29 06:00:00,47.5,0.0,290.34778,234.0
2024-06-29 12:00:00,47.5,0.0,294.73016,240.0
2024-06-20 00:00:00,47.5,0.0,288.43698,0.0
2024-06-20 06:00:00,47.5,0.0,289.08923,6.0
2024-06-20 12:00:00,47.5,0.0,293.47162,12.0
2024-06-20 18:00:00,47.5,0.0,292.7735,18.0
2024-06-21 00:00:00,47.5,0.0,289.6345,24.0
2024-06-21 06:00:00,47.5,0.0,288.94656,30.0
2024-06-21 12:00:00,47.5,0.0,292.6563,36.0
2024-06-21 18:00:00,47.5,0.0,292.67987,42.0
2024-06-22 00:00:00,47.5,0.0,287.95096,48.0
2024-06-22 06:00:00,47.5,0.0,287.92676,54.0
2024-06-22 12:00:00,47.5,0.0,292.0034,60.0
2024-06-22 18:00:00,47.5,0.0,291.61102,66.0
2024-06-23 00:00:00,47.5,0.0,287.31018,72.0
2024-06-23 06:00:00,47.5,0.0,286.59167,78.0
2024-06-23 12:00:00,47.5,0.0,292.78818,84.0
2024-06-23 18:00:00,47.5,0.0,293.94492,90.0
2024-06-24 00:00:00,47.5,0.0,288.8899,96.0
2024-06-24 06:00:00,47.5,0.0,289.081,102.0
2024-06-24 12:00:00,47.5,0.0,296.8266,108.0
2024-06-24 18:00:00,47.5,0.0,297.11707,114.0
2024-06-25 00:00:00,47.5,0.0,291.7359,120.0
2024-06-25 06:00:00,47.5,0.0,291.5015,126.0
2024-06-25 12:00:00,47.5,0.0,300.3478,132.0
2024-06-25 18:00:00,47.5,0.0,300.1465,138.0
2024-06-26 00:00:00,47.5,0.0,294.1131,144.0
2024-06-26 06:00:00,47.5,0.0,293.72836,150.0
2024-06-26 12:00:00,47.5,0.0,302.24854,156.0
2024-06-26 18:00:00,47.5,0.0,302.10266,162.0
2024-06-27 00:00:00,47.5,0.0,295.82465,168.0
2024-06-27 06:00:00,47.5,0.0,293.5723,174.0
2024-06-27 12:00:00,47.5,0.0,295.93674,180.0
2024-06-27 18:00:00,47.5,0.0,292.53275,186.0
2024-06-28 00:00:00,47.5,0.0,288.0892,192.0
2024-06-28 06:00:00,47.5,0.0,287.6484,198.0
2024-06-28 12:00:00,47.5,0.0,294.41562,204.0
2024-06-28 18:00:00,47.5,0.0,293.7863,210.0
2024-06-29 00:00:00,47.5,0.0,289.58734,216.0
2024-06-29 06:00:00,47.5,0.0,288.1809,222.0
2024-06-29 12:00:00,47.5,0.0,293.48053,228.0
2024-06-29 18:00:00,47.5,0.0,294.12006,234.0
2024-06-30 00:00:00,47.5,0.0,288.4943,240.0
2024-06-20 12:00:00,47.5,0.0,293.4793,0.0
2024-06-20 18:00:00,47.5,0.0,292.68945,6.0
2024-06-21 00:00:00,47.5,0.0,289.7339,12.0
2024-06-21 06:00:00,47.5,0.0,289.33386,18.0
2024-06-21 12:00:00,47.5,0.0,293.57358,24.0
2024-06-21 18:00:00,47.5,0.0,293.17102,30.0
2024-06-22 00:00:00,47.5,0.0,287.9733,36.0
2024-06-22 06:00:00,47.5,0.0,288.2612,42.0
2024-06-22 12:00:00,47.5,0.0,292.19516,48.0
2024-06-22 18:00:00,47.5,0.0,291.97858,54.0
2024-06-23 00:00:00,47.5,0.0,288.18732,60.0
2024-06-23 06:00:00,47.5,0.0,288.0835,66.0
2024-06-23 12:00:00,47.5,0.0,292.9347,72.0
2024-06-23 18:00:00,47.5,0.0,293.76022,78.0
