value,lead_time,target_variable,metric,target_source,forecast_source,case_id_number,event_type
2.3543200492858887,2 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.4587721824645996,2 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.4596264362335205,2 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.5030031204223633,2 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.5252790451049805,3 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.529514789581299,3 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.52255916595459,3 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.6653544902801514,3 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.6288108825683594,4 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.6605892181396484,4 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.7867655754089355,4 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.9241957664489746,4 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.879188060760498,5 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.9909610748291016,5 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.9842121601104736,5 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
2.946946144104004,5 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
3.020500421524048,6 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
3.4926347732543945,6 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
3.579465627670288,6 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
3.2724239826202393,6 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
3.4192683696746826,7 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
4.136031627655029,7 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
4.334434509277344,7 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
4.018129825592041,7 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
4.262260913848877,8 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
4.972049713134766,8 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
5.075828552246094,8 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
5.4389472007751465,8 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
5.402021884918213,9 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
5.610625267028809,9 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
5.82094669342041,9 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
5.557317733764648,9 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
5.690743923187256,10 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
3 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
3 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
3 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
3 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
4 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
5 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
5 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
6 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
6 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
7 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
7 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
8 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
8 days 00:00:00,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,OnsetME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-11 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-10 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-10 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-11 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-9 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-8 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-8 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-7 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-8 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-6 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-5 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-6 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-6 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-7 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-6 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-8 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-9 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-8 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-9 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-9 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-10 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-10 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-11 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
-11 days +00:00:00,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,,surface_air_temperature,DurationME,ERA5,zarr_forecast,1,heat_wave
,0 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,0 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,0 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,0 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,1 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,1 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,1 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,1 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,2 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,2 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,2 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,2 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,3 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,3 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,3 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,3 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,4 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,4 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,4 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,4 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,5 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,5 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,5 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,5 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,6 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,6 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,6 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,6 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,7 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,7 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,7 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,7 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,8 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,8 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,8 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,8 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,9 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,9 days 06:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,9 days 12:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,9 days 18:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
,10 days 00:00:00,surface_air_temperature,MaxMinMAE,ERA5,zarr_forecast,1,heat_wave
3.2646484375,0 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
1.358428955078125,0 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
3.982574462890625,0 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
1.505126953125,0 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.1435546875,1 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
2.384490966796875,1 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.3939208984375,1 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
2.91534423828125,1 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.72467041015625,2 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
3.1165771484375,2 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
5.0438232421875,2 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
3.1328125,2 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
5.165618896484375,3 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
2.89337158203125,3 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.924102783203125,3 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
3.3121337890625,3 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
5.549835205078125,4 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
3.25885009765625,4 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
5.58892822265625,4 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
1.181304931640625,4 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
3.157989501953125,5 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
2.35528564453125,5 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.058624267578125,5 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
1.782318115234375,5 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.416107177734375,6 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
3.2838134765625,6 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
5.4873046875,6 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
5.975860595703125,6 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
7.1884765625,7 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
6.397735595703125,7 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
8.2379150390625,7 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
6.445526123046875,7 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
8.04437255859375,8 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.91192626953125,8 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
6.828460693359375,8 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
2.6629638671875,8 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
5.291046142578125,9 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
3.196319580078125,9 days 06:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.938385009765625,9 days 12:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
1.275665283203125,9 days 18:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
4.06085205078125,10 days 00:00:00,surface_air_temperature,MaximumMAE,ERA5,zarr_forecast,2,heat_wave
1.9068467617034912,0 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
1.981364369392395,0 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.169867753982544,0 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.057433843612671,0 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.3045294284820557,1 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.2150824069976807,1 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.4779539108276367,1 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.2675065994262695,1 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.6464829444885254,2 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.3795535564422607,2 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.7514376640319824,2 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.407613515853882,2 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.7680346965789795,3 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.504734992980957,3 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.782538890838623,3 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.603177309036255,3 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.926840305328369,4 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.7031986713409424,4 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
3.094038963317871,4 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.6439294815063477,4 days 18:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.9617714881896973,5 days 00:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
2.7670228481292725,5 days 06:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
3.016740083694458,5 days 12:00:00,surface_air_temperature,RMSE,ERA5,zarr_forecast,2,heat_wave
